transcript_id	base_enst	gene_id	gene_name	chrom	strand	cds_len	n_codons	n_cds_exons	n_internal_junctions	div_by_3	length_filtered	in_txome_ref
ENST00000204549.9	ENST00000204549	ENSG00000090470.15	PDCD7	chr15	-	1455	485	5	4	True	True	True
ENST00000204566.7	ENST00000204566	ENSG00000090487.11	SPG21	chr15	-	924	308	8	7	True	False	True
ENST00000204604.5	ENST00000204604	ENSG00000090539.15	CHRD	chr3	+	2865	955	23	22	True	False	True
ENST00000204679.9	ENST00000204679	ENSG00000090581.10	GNPTG	chr16	+	915	305	11	10	True	False	True
ENST00000204726.8	ENST00000204726	ENSG00000090615.15	GOLGA3	chr12	-	4494	1498	23	22	True	False	True
ENST00000204961.5	ENST00000204961	ENSG00000090776.6	EFNB1	chrX	+	1038	346	5	4	True	False	True
ENST00000205061.9	ENST00000205061	ENSG00000090863.12	GLG1	chr16	-	3609	1203	27	26	True	True	True
ENST00000205194.5	ENST00000205194	ENSG00000090971.5	NAT14	chr19	+	618	206	2	1	True	False	True
ENST00000205214.11	ENST00000205214	ENSG00000157426.14	AASDH	chr4	-	3294	1098	14	13	True	False	True
ENST00000205402.10	ENST00000205402	ENSG00000091140.14	DLD	chr7	+	1527	509	14	13	True	False	True
ENST00000205557.11	ENST00000205557	ENSG00000091262.15	ABCC6	chr16	-	4509	1503	31	30	True	False	True
ENST00000205636.4	ENST00000205636	ENSG00000091317.8	CMTM6	chr3	-	549	183	4	3	True	False	True
ENST00000205948.11	ENST00000205948	ENSG00000091583.11	APOH	chr17	-	1035	345	8	7	True	False	True
ENST00000206020.8	ENST00000206020	ENSG00000091640.8	SPAG7	chr17	-	681	227	7	6	True	True	True
ENST00000206262.2	ENST00000206262	ENSG00000091844.8	RGS17	chr6	-	630	210	4	3	True	False	True
ENST00000206423.7	ENST00000206423	ENSG00000091986.15	CCDC80	chr3	-	2850	950	7	6	True	False	True
ENST00000206451.11	ENST00000206451	ENSG00000092010.15	PSME1	chr14	+	747	249	11	10	True	False	True
ENST00000206474.11	ENST00000206474	ENSG00000092036.18	HAUS4	chr14	-	1089	363	9	8	True	False	True
ENST00000206513.5	ENST00000206513	ENSG00000092067.5	CEBPE	chr14	-	843	281	2	1	True	False	True
ENST00000206542.9	ENST00000206542	ENSG00000092094.11	OSGEP	chr14	-	1005	335	11	10	True	False	True
ENST00000206595.11	ENST00000206595	ENSG00000092140.16	G2E3	chr14	+	2118	706	14	13	True	False	True
ENST00000206765.11	ENST00000206765	ENSG00000092295.12	TGM1	chr14	-	2451	817	14	13	True	False	True
ENST00000207457.8	ENST00000207457	ENSG00000092850.12	TEKT2	chr1	+	1290	430	9	8	True	False	True
ENST00000207549.8	ENST00000207549	ENSG00000092929.11	UNC13D	chr17	-	3270	1090	32	31	True	False	True
ENST00000207870.8	ENST00000207870	ENSG00000093217.11	XYLB	chr3	+	1608	536	19	18	True	False	True
ENST00000209668.3	ENST00000209668	ENSG00000187758.8	ADH1A	chr4	-	1125	375	9	8	True	False	True
ENST00000209718.8	ENST00000209718	ENSG00000108244.17	KRT23	chr17	-	1266	422	8	7	True	False	True
ENST00000209728.9	ENST00000209728	ENSG00000094804.12	CDC6	chr17	+	1680	560	11	10	True	False	True
ENST00000209873.9	ENST00000209873	ENSG00000094914.14	AAAS	chr12	-	1638	546	16	15	True	True	True
ENST00000209875.9	ENST00000209875	ENSG00000094916.16	CBX5	chr12	-	573	191	4	3	True	False	True
ENST00000209884.5	ENST00000209884	ENSG00000076321.11	KLHL20	chr1	+	1827	609	11	10	True	False	True
ENST00000209929.10	ENST00000209929	ENSG00000094963.14	FMO2	chr1	+	1605	535	8	7	True	False	True
ENST00000210060.12	ENST00000210060	ENSG00000095059.16	DHPS	chr19	-	1107	369	9	8	True	False	True
ENST00000210187.11	ENST00000210187	ENSG00000167964.13	RAB26	chr16	+	768	256	9	8	True	False	True
ENST00000210313.8	ENST00000210313	ENSG00000095261.14	PSMD5	chr9	-	1512	504	10	9	True	True	True
ENST00000210444.6	ENST00000210444	ENSG00000095380.11	NANS	chr9	+	1077	359	6	5	True	True	True
ENST00000210633.3	ENST00000210633	ENSG00000095539.15	SEMA4G	chr10	+	2529	843	14	13	True	False	True
ENST00000211076.5	ENST00000211076	ENSG00000095917.14	TPSD1	chr16	+	726	242	5	4	True	False	True
ENST00000211122.4	ENST00000211122	ENSG00000174156.15	GSTA3	chr6	-	666	222	6	5	True	False	True
ENST00000211287.9	ENST00000211287	ENSG00000156711.17	MAPK13	chr6	+	1095	365	12	11	True	False	True
ENST00000211314.5	ENST00000211314	ENSG00000096092.6	TMEM14A	chr6	+	297	99	4	3	True	False	True
ENST00000211379.9	ENST00000211379	ENSG00000204463.12	BAG6	chr6	-	3378	1126	24	23	True	False	True
ENST00000211413.10	ENST00000211413	ENSG00000204314.12	PRRT1	chr6	-	918	306	4	3	True	False	True
ENST00000211936.10	ENST00000211936	ENSG00000096654.15	ZNF184	chr6	-	2253	751	5	4	True	False	True
ENST00000211998.10	ENST00000211998	ENSG00000035403.18	VCL	chr10	+	3402	1134	22	21	True	False	True
ENST00000212015.11	ENST00000212015	ENSG00000096717.12	SIRT1	chr10	+	2241	747	9	8	True	False	True
ENST00000212355.9	ENST00000212355	ENSG00000069702.11	TGFBR3	chr1	-	2553	851	16	15	True	False	True
ENST00000214869.7	ENST00000214869	ENSG00000099203.7	TMED1	chr19	-	681	227	4	3	True	True	True
ENST00000215057.7	ENST00000215057	ENSG00000099326.9	MZF1	chr19	-	2202	734	5	4	True	False	True
ENST00000215061.9	ENST00000215061	ENSG00000099330.9	OCEL1	chr19	+	792	264	6	5	True	True	True
ENST00000215071.8	ENST00000215071	ENSG00000099341.11	PSMD8	chr19	+	1050	350	7	6	True	False	True
ENST00000215095.11	ENST00000215095	ENSG00000099365.11	STX1B	chr16	-	864	288	10	9	True	False	True
ENST00000215115.4	ENST00000215115	ENSG00000099385.11	BCL7C	chr16	-	651	217	6	5	True	False	True
ENST00000215368.4	ENST00000215368	ENSG00000099617.4	EFNA2	chr19	+	639	213	4	3	True	False	True
ENST00000215375.7	ENST00000215375	ENSG00000099624.8	ATP5F1D	chr19	+	504	168	4	3	True	False	True
ENST00000215530.6	ENST00000215530	ENSG00000070388.11	FGF22	chr19	+	510	170	3	2	True	False	True
ENST00000215531.6	ENST00000215531	ENSG00000095932.7	SMIM24	chr19	-	390	130	4	3	True	False	True
ENST00000215539.4	ENST00000215539	ENSG00000099769.6	IGFALS	chr16	-	1815	605	2	1	True	False	True
ENST00000215565.3	ENST00000215565	ENSG00000099795.7	NDUFB7	chr19	-	411	137	3	2	True	False	True
ENST00000215567.10	ENST00000215567	ENSG00000099797.15	TECR	chr19	+	924	308	13	12	True	False	True
ENST00000215570.8	ENST00000215570	ENSG00000099800.8	TIMM13	chr19	-	285	95	3	2	True	False	True
ENST00000215574.9	ENST00000215574	ENSG00000099804.9	CDC34	chr19	+	708	236	5	4	True	False	True
ENST00000215582.8	ENST00000215582	ENSG00000099812.9	MISP	chr19	+	2037	679	4	3	True	False	True
ENST00000215631.9	ENST00000215631	ENSG00000099860.9	GADD45B	chr19	+	480	160	4	3	True	False	True
ENST00000215637.8	ENST00000215637	ENSG00000099866.15	MADCAM1	chr19	+	1146	382	5	4	True	True	True
ENST00000215659.13	ENST00000215659	ENSG00000188130.14	MAPK12	chr22	-	1101	367	12	11	True	False	True
ENST00000215727.10	ENST00000215727	ENSG00000099937.11	SERPIND1	chr22	+	1497	499	4	3	True	False	True
ENST00000215730.12	ENST00000215730	ENSG00000099940.12	SNAP29	chr22	+	774	258	5	4	True	False	True
ENST00000215742.9	ENST00000215742	ENSG00000184436.12	THAP7	chr22	-	927	309	4	3	True	False	True
ENST00000215743.8	ENST00000215743	ENSG00000099953.10	MMP11	chr22	+	1464	488	8	7	True	True	True
ENST00000215754.8	ENST00000215754	ENSG00000240972.2	MIF	chr22	+	345	115	3	2	True	False	True
ENST00000215770.6	ENST00000215770	ENSG00000099974.8	DDTL	chr22	+	402	134	3	2	True	True	True
ENST00000215781.3	ENST00000215781	ENSG00000099985.4	OSM	chr22	-	756	252	3	2	True	False	True
ENST00000215790.12	ENST00000215790	ENSG00000099992.16	TBC1D10A	chr22	-	1524	508	9	8	True	False	True
ENST00000215793.13	ENST00000215793	ENSG00000099995.19	SF3A1	chr22	-	2379	793	16	15	True	False	True
ENST00000215794.8	ENST00000215794	ENSG00000184979.10	USP18	chr22	+	1116	372	10	9	True	False	True
ENST00000215812.9	ENST00000215812	ENSG00000100012.12	SEC14L3	chr22	-	1200	400	12	11	True	False	True
ENST00000215829.8	ENST00000215829	ENSG00000100028.12	SNRPD3	chr22	+	378	126	3	2	True	False	True
ENST00000215832.11	ENST00000215832	ENSG00000100030.15	MAPK1	chr22	-	1080	360	8	7	True	False	True
ENST00000215838.8	ENST00000215838	ENSG00000185339.9	TCN2	chr22	+	1281	427	9	8	True	False	True
ENST00000215855.7	ENST00000215855	ENSG00000100053.10	CRYBB3	chr22	+	633	211	5	4	True	False	True
ENST00000215882.10	ENST00000215882	ENSG00000100075.10	SLC25A1	chr22	-	933	311	9	8	True	False	True
ENST00000215885.4	ENST00000215885	ENSG00000100078.4	PLA2G3	chr22	-	1527	509	7	6	True	False	True
ENST00000215886.6	ENST00000215886	ENSG00000100079.7	LGALS2	chr22	-	396	132	4	3	True	True	True
ENST00000215904.7	ENST00000215904	ENSG00000241360.2	PDXP	chr22	+	888	296	2	1	True	False	True
ENST00000215906.6	ENST00000215906	ENSG00000128203.7	ASPHD2	chr22	+	1107	369	3	2	True	False	True
ENST00000215909.10	ENST00000215909	ENSG00000100097.12	LGALS1	chr22	+	405	135	4	3	True	False	True
ENST00000215912.10	ENST00000215912	ENSG00000100100.13	PIK3IP1	chr22	-	789	263	6	5	True	False	True
ENST00000215917.11	ENST00000215917	ENSG00000100104.13	SRRD	chr22	+	1017	339	7	6	True	True	True
ENST00000215941.9	ENST00000215941	ENSG00000100124.15	ANKRD54	chr22	-	900	300	8	7	True	False	True
ENST00000215957.10	ENST00000215957	ENSG00000100139.13	MICALL1	chr22	+	2589	863	16	15	True	False	True
ENST00000215980.10	ENST00000215980	ENSG00000100162.15	CENPM	chr22	-	540	180	6	5	True	False	True
ENST00000216014.9	ENST00000216014	ENSG00000100196.11	KDELR3	chr22	+	642	214	5	4	True	False	True
ENST00000216024.7	ENST00000216024	ENSG00000100206.10	DMC1	chr22	-	1020	340	13	12	True	False	True
ENST00000216027.8	ENST00000216027	ENSG00000100209.11	HSCB	chr22	+	705	235	6	5	True	False	True
ENST00000216034.6	ENST00000216034	ENSG00000100216.6	TOMM22	chr22	+	426	142	4	3	True	True	True
ENST00000216036.9	ENST00000216036	ENSG00000100218.12	RSPH14	chr22	-	1044	348	6	5	True	False	True
ENST00000216038.6	ENST00000216038	ENSG00000100220.12	RTCB	chr22	-	1515	505	12	11	True	False	True
ENST00000216039.9	ENST00000216039	ENSG00000100221.10	JOSD1	chr22	-	606	202	4	3	True	False	True
ENST00000216044.10	ENST00000216044	ENSG00000100226.16	GTPBP1	chr22	+	2007	669	12	11	True	True	True
ENST00000216068.9	ENST00000216068	ENSG00000100246.13	DNAL4	chr22	-	315	105	3	2	True	False	True
ENST00000216071.4	ENST00000216071	ENSG00000100249.4	C22orf31	chr22	-	870	290	3	2	True	False	True
ENST00000216075.11	ENST00000216075	ENSG00000100253.13	MIOX	chr22	+	855	285	10	9	True	False	True
ENST00000216085.12	ENST00000216085	ENSG00000100263.14	RHBDD3	chr22	-	1158	386	5	4	True	False	True
ENST00000216099.13	ENST00000216099	ENSG00000243811.10	APOBEC3D	chr22	+	1158	386	7	6	True	False	True
ENST00000216101.7	ENST00000216101	ENSG00000100276.10	RASL10A	chr22	-	609	203	3	2	True	False	True
ENST00000216106.6	ENST00000216106	ENSG00000100281.14	HMGXB4	chr22	+	1803	601	10	9	True	False	True
ENST00000216115.3	ENST00000216115	ENSG00000100290.3	BIK	chr22	+	480	160	4	3	True	False	True
ENST00000216117.9	ENST00000216117	ENSG00000100292.17	HMOX1	chr22	+	864	288	5	4	True	False	True
ENST00000216121.12	ENST00000216121	ENSG00000184117.12	NIPSNAP1	chr22	-	852	284	10	9	True	False	True
ENST00000216122.9	ENST00000216122	ENSG00000100297.16	MCM5	chr22	+	2202	734	16	15	True	False	True
ENST00000216124.10	ENST00000216124	ENSG00000100299.18	ARSA	chr22	-	1527	509	8	7	True	False	True
ENST00000216127.5	ENST00000216127	ENSG00000100302.7	RASD2	chr22	+	798	266	2	1	True	False	True
ENST00000216129.7	ENST00000216129	ENSG00000100304.13	TTLL12	chr22	-	1932	644	14	13	True	False	True
ENST00000216133.10	ENST00000216133	ENSG00000100307.13	CBX7	chr22	-	753	251	6	5	True	False	True
ENST00000216139.10	ENST00000216139	ENSG00000100312.11	ACR	chr22	+	1263	421	5	4	True	False	True
ENST00000216144.4	ENST00000216144	ENSG00000100314.4	CABP7	chr22	+	645	215	5	4	True	False	True
ENST00000216146.9	ENST00000216146	ENSG00000100316.16	RPL3	chr22	-	1209	403	10	9	True	True	True
ENST00000216160.11	ENST00000216160	ENSG00000100324.14	TAB1	chr22	+	1512	504	11	10	True	True	True
ENST00000216180.8	ENST00000216180	ENSG00000100344.11	PNPLA3	chr22	+	1443	481	9	8	True	False	True
ENST00000216181.11	ENST00000216181	ENSG00000100345.22	MYH9	chr22	-	5880	1960	40	39	True	False	True
ENST00000216185.7	ENST00000216185	ENSG00000100348.10	TXN2	chr22	-	498	166	3	2	True	False	True
ENST00000216190.13	ENST00000216190	ENSG00000100353.18	EIF3D	chr22	-	1644	548	14	13	True	False	True
ENST00000216200.9	ENST00000216200	ENSG00000100362.13	PVALB	chr22	-	330	110	4	3	True	False	True
ENST00000216211.9	ENST00000216211	ENSG00000100373.10	UPK3A	chr22	+	861	287	6	5	True	False	True
ENST00000216214.7	ENST00000216214	ENSG00000100376.12	FAM118A	chr22	+	1071	357	8	7	True	False	True
ENST00000216218.8	ENST00000216218	ENSG00000100380.14	ST13	chr22	-	1107	369	12	11	True	False	True
ENST00000216223.10	ENST00000216223	ENSG00000100385.14	IL2RB	chr22	-	1653	551	9	8	True	False	True
ENST00000216225.9	ENST00000216225	ENSG00000100387.9	RBX1	chr22	+	324	108	5	4	True	True	True
ENST00000216237.10	ENST00000216237	ENSG00000100395.15	L3MBTL2	chr22	+	2115	705	17	16	True	False	True
ENST00000216241.14	ENST00000216241	ENSG00000100399.16	CHADL	chr22	-	2286	762	6	5	True	False	True
ENST00000216252.4	ENST00000216252	ENSG00000100410.8	PHF5A	chr22	-	330	110	4	3	True	False	True
ENST00000216254.9	ENST00000216254	ENSG00000100412.16	ACO2	chr22	+	2340	780	18	17	True	False	True
ENST00000216259.8	ENST00000216259	ENSG00000100417.12	PMM1	chr22	-	786	262	8	7	True	False	True
ENST00000216264.13	ENST00000216264	ENSG00000100422.14	CERK	chr22	-	1611	537	13	12	True	False	True
ENST00000216267.12	ENST00000216267	ENSG00000100425.18	BRD1	chr22	-	3174	1058	12	11	True	False	True
ENST00000216268.6	ENST00000216268	ENSG00000100426.7	ZBED4	chr22	+	3513	1171	1	0	True	False	True
ENST00000216271.10	ENST00000216271	ENSG00000100429.18	HDAC10	chr22	-	2007	669	20	19	True	False	True
ENST00000216274.10	ENST00000216274	ENSG00000129465.16	RIPK3	chr14	-	1554	518	10	9	True	False	True
ENST00000216277.12	ENST00000216277	ENSG00000090060.18	PAPOLA	chr14	+	2235	745	22	21	True	False	True
ENST00000216281.13	ENST00000216281	ENSG00000080824.19	HSP90AA1	chr14	-	2196	732	10	9	True	False	True
ENST00000216286.10	ENST00000216286	ENSG00000087303.18	NID2	chr14	-	4125	1375	22	21	True	False	True
ENST00000216294.5	ENST00000216294	ENSG00000023608.5	SNAPC1	chr14	+	1104	368	10	9	True	False	True
ENST00000216297.7	ENST00000216297	ENSG00000092201.10	SUPT16H	chr14	-	3141	1047	26	25	True	False	True
ENST00000216330.7	ENST00000216330	ENSG00000100442.11	FKBP3	chr14	-	672	224	7	6	True	False	True
ENST00000216336.3	ENST00000216336	ENSG00000100448.4	CTSG	chr14	-	765	255	5	4	True	True	True
ENST00000216338.9	ENST00000216338	ENSG00000100450.13	GZMH	chr14	-	738	246	5	4	True	False	True
ENST00000216341.9	ENST00000216341	ENSG00000100453.13	GZMB	chr14	-	741	247	5	4	True	False	True
ENST00000216367.10	ENST00000216367	ENSG00000100479.13	POLE2	chr14	-	1581	527	19	18	True	True	True
ENST00000216373.10	ENST00000216373	ENSG00000100485.12	SOS2	chr14	-	3996	1332	23	22	True	False	True
ENST00000216392.8	ENST00000216392	ENSG00000100504.17	PYGL	chr14	-	2541	847	20	19	True	False	True
ENST00000216410.8	ENST00000216410	ENSG00000100522.10	GNPNAT1	chr14	-	552	184	5	4	True	False	True
ENST00000216416.9	ENST00000216416	ENSG00000100528.12	CNIH1	chr14	-	432	144	5	4	True	False	True
ENST00000216420.12	ENST00000216420	ENSG00000100532.12	CGRRF1	chr14	+	996	332	6	5	True	False	True
ENST00000216442.12	ENST00000216442	ENSG00000100554.12	ATP6V1D	chr14	-	741	247	9	8	True	False	True
ENST00000216446.9	ENST00000216446	ENSG00000100558.9	PLEK2	chr14	-	1059	353	9	8	True	False	True
ENST00000216452.9	ENST00000216452	ENSG00000100564.9	PIGH	chr14	-	564	188	4	3	True	False	True
ENST00000216455.9	ENST00000216455	ENSG00000100567.13	PSMA3	chr14	+	765	255	11	10	True	False	True
ENST00000216465.10	ENST00000216465	ENSG00000100577.19	GSTZ1	chr14	+	648	216	9	8	True	False	True
ENST00000216468.8	ENST00000216468	ENSG00000100580.8	TMED8	chr14	-	975	325	6	5	True	False	True
ENST00000216471.4	ENST00000216471	ENSG00000100583.4	SAMD15	chr14	+	2022	674	3	2	True	False	True
ENST00000216479.8	ENST00000216479	ENSG00000100591.8	AHSA1	chr14	+	1014	338	9	8	True	False	True
ENST00000216484.6	ENST00000216484	ENSG00000100596.6	SPTLC2	chr14	-	1686	562	12	11	True	False	True
ENST00000216487.12	ENST00000216487	ENSG00000100599.16	RIN3	chr14	+	2955	985	10	9	True	False	True
ENST00000216489.8	ENST00000216489	ENSG00000100601.10	ALKBH1	chr14	-	1167	389	6	5	True	True	True
ENST00000216492.10	ENST00000216492	ENSG00000100604.13	CHGA	chr14	+	1371	457	8	7	True	False	True
ENST00000216500.9	ENST00000216500	ENSG00000100612.14	DHRS7	chr14	-	1017	339	7	6	True	False	True
ENST00000216513.5	ENST00000216513	ENSG00000100625.9	SIX4	chr14	-	2343	781	3	2	True	False	True
ENST00000216540.5	ENST00000216540	ENSG00000100652.5	SLC10A1	chr14	-	1047	349	5	4	True	False	True
ENST00000216554.8	ENST00000216554	ENSG00000100664.11	EIF5	chr14	+	1293	431	10	9	True	False	True
ENST00000216629.11	ENST00000216629	ENSG00000100739.11	BDKRB1	chr14	+	1059	353	1	0	True	True	True
ENST00000216639.8	ENST00000216639	ENSG00000100749.8	VRK1	chr14	+	1188	396	12	11	True	False	True
ENST00000216714.8	ENST00000216714	ENSG00000100823.12	APEX1	chr14	+	954	318	4	3	True	False	True
ENST00000216727.8	ENST00000216727	ENSG00000100836.10	PABPN1	chr14	+	918	306	7	6	True	False	True
ENST00000216733.8	ENST00000216733	ENSG00000100842.13	EFS	chr14	-	1683	561	6	5	True	False	True
ENST00000216756.11	ENST00000216756	ENSG00000100865.15	CINP	chr14	-	636	212	5	4	True	False	True
ENST00000216780.9	ENST00000216780	ENSG00000100889.12	PCK2	chr14	+	1920	640	10	9	True	False	True
ENST00000216797.10	ENST00000216797	ENSG00000100906.11	NFKBIA	chr14	-	951	317	6	5	True	False	True
ENST00000216802.10	ENST00000216802	ENSG00000100911.16	PSME2	chr14	-	717	239	11	10	True	True	True
ENST00000216807.12	ENST00000216807	ENSG00000100916.14	BRMS1L	chr14	+	969	323	10	9	True	False	True
ENST00000216832.9	ENST00000216832	ENSG00000100941.9	PNN	chr14	+	2151	717	9	8	True	True	True
ENST00000216862.8	ENST00000216862	ENSG00000019186.10	CYP24A1	chr20	-	1542	514	11	10	True	False	True
ENST00000216877.10	ENST00000216877	ENSG00000132670.20	PTPRA	chr20	+	2379	793	20	19	True	False	True
ENST00000216879.8	ENST00000216879	ENSG00000088833.17	NSFL1C	chr20	-	1110	370	9	8	True	False	True
ENST00000216962.9	ENST00000216962	ENSG00000100994.12	PYGB	chr20	+	2529	843	20	19	True	False	True
ENST00000216968.5	ENST00000216968	ENSG00000101000.6	PROCR	chr20	+	714	238	4	3	True	False	True
ENST00000217026.5	ENST00000217026	ENSG00000101057.16	MYBL2	chr20	+	2100	700	14	13	True	False	True
ENST00000217043.4	ENST00000217043	ENSG00000101074.5	R3HDML	chr20	+	759	253	5	4	True	False	True
ENST00000217073.7	ENST00000217073	ENSG00000101104.13	PABPC1L	chr20	+	1857	619	14	13	True	False	True
ENST00000217086.9	ENST00000217086	ENSG00000101115.13	SALL4	chr20	-	3159	1053	4	3	True	False	True
ENST00000217109.9	ENST00000217109	ENSG00000101138.12	CSTF1	chr20	+	1293	431	5	4	True	False	True
ENST00000217131.6	ENST00000217131	ENSG00000101160.14	CTSZ	chr20	-	909	303	6	5	True	False	True
ENST00000217133.2	ENST00000217133	ENSG00000101162.4	TUBB1	chr20	+	1353	451	4	3	True	False	True
ENST00000217159.6	ENST00000217159	ENSG00000101187.16	SLCO4A1	chr20	+	2166	722	11	10	True	False	True
ENST00000217169.8	ENST00000217169	ENSG00000101197.13	BIRC7	chr20	+	894	298	6	5	True	False	True
ENST00000217173.7	ENST00000217173	ENSG00000185019.17	UBOX5	chr20	-	1623	541	4	3	True	False	True
ENST00000217182.6	ENST00000217182	ENSG00000101210.12	EEF1A2	chr20	-	1389	463	7	6	True	False	True
ENST00000217188.1	ENST00000217188	ENSG00000125508.3	SRMS	chr20	-	1464	488	8	7	True	True	True
ENST00000217233.8	ENST00000217233	ENSG00000101255.11	TRIB3	chr20	+	1074	358	3	2	True	False	True
ENST00000217244.9	ENST00000217244	ENSG00000101266.19	CSNK2A1	chr20	-	1173	391	12	11	True	False	True
ENST00000217246.8	ENST00000217246	ENSG00000172264.17	MACROD2	chr20	+	1275	425	17	16	True	False	True
ENST00000217260.9	ENST00000217260	ENSG00000101282.9	RSPO4	chr20	-	702	234	5	4	True	False	True
ENST00000217270.3	ENST00000217270	ENSG00000101292.7	PROKR2	chr20	-	1152	384	2	1	True	True	True
ENST00000217289.8	ENST00000217289	ENSG00000101311.15	FERMT1	chr20	-	2031	677	14	13	True	False	True
ENST00000217320.8	ENST00000217320	ENSG00000101342.10	TLDC2	chr20	+	645	215	6	5	True	False	True
ENST00000217381.3	ENST00000217381	ENSG00000101400.6	SNTA1	chr20	-	1515	505	8	7	True	False	True
ENST00000217386.2	ENST00000217386	ENSG00000101405.3	OXT	chr20	+	375	125	3	2	True	False	True
ENST00000217402.3	ENST00000217402	ENSG00000101421.4	CHMP4B	chr20	+	672	224	5	4	True	False	True
ENST00000217407.3	ENST00000217407	ENSG00000129988.6	LBP	chr20	+	1443	481	15	14	True	False	True
ENST00000217420.2	ENST00000217420	ENSG00000101438.4	SLC32A1	chr20	+	1575	525	2	1	True	False	True
ENST00000217423.3	ENST00000217423	ENSG00000101441.4	CST4	chr20	-	423	141	3	2	True	False	True
ENST00000217426.7	ENST00000217426	ENSG00000101444.13	AHCY	chr20	-	1296	432	10	9	True	False	True
ENST00000217428.7	ENST00000217428	ENSG00000101446.8	SPINT3	chr20	-	267	89	2	1	True	True	True
ENST00000217446.7	ENST00000217446	ENSG00000101464.10	PIGU	chr20	-	1305	435	12	11	True	True	True
ENST00000217455.9	ENST00000217455	ENSG00000101473.17	ACOT8	chr20	-	957	319	6	5	True	False	True
ENST00000217456.3	ENST00000217456	ENSG00000101474.12	APMAP	chr20	-	1248	416	9	8	True	False	True
ENST00000217515.11	ENST00000217515	ENSG00000091164.13	TXNL1	chr18	-	867	289	8	7	True	False	True
ENST00000217652.7	ENST00000217652	ENSG00000101608.12	MYL12A	chr18	+	513	171	3	2	True	False	True
